F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
0.43305	0.32893	0.038462	0.11239	0.19444	0.15137	0.2085	0.35646	0.1609	0.23904
0.037694	0.077619	0.21164	0.047598	0.045768	0.28462	0.236	0.30223	0.21418	0.1707
0.20254	0.081334	0.60408	0.051093	0.082664	0.16723	0.18508	0.3519	0.35281	0.3626
0.048078	0.16348	0.030078	0.12717	0.11878	0.22315	0.32488	0.2188	0.23815	0.26242
0.040218	0.11712	0.02854	0.0556	0.30928	0.34284	0.29835	0.28624	0.27408	0.28084
0.19954	0.27634	0.18978	0.10408	0.020109	0.21648	0.21055	0.15737	0.21066	0.14156
0.099064	0.35082	0.14784	0.10003	0.18263	0.29079	0.19359	0.29329	0.28405	0.3536
0.078032	0.040301	0.093106	0.060171	0.036997	0.2266	0.42518	0.57408	0.28677	0.31987
0.16065	0.63952	0.20143	0.11072	0.066615	0.33578	0.21873	0.21729	0.39427	0.45184
0.0784	0.34403	0.083415	0.16212	0.062556	0.25049	0.22021	0.36631	0.36876	0.38247
0.21502	0.21244	0.22814	0.16353	0.2743	0.37926	0.25836	0.22892	0.2392	0.28113
0.026386	0.11241	0.29518	0.24026	0.031814	0.23906	0.23882	0.22444	0.20789	0.19785
0.20065	0.035725	0.1167	0.058032	0.18578	0.36486	0.1478	0.47306	0.41053	0.26049
0.23017	0.029046	0.030065	0.40673	0.063952	0.25647	0.52201	0.30212	0.39542	0.16515
0.12866	0.23363	0.08205	0.37608	0.08221	0.2798	0.28565	0.32551	0.30313	0.27163
0.055158	0.46353	0.041529	0.018301	0.22795	0.38667	0.42807	0.20169	0.17092	0.19233
0.082162	0.12374	0.12567	0.081904	0.16627	0.20027	0.28936	0.22082	0.28626	0.22626
0.11799	0.45947	0.42293	0.20062	0.17484	0.30196	0.32789	0.19904	0.13805	0.21737
0.074996	0.088962	0.23299	0.13793	0.32771	0.39798	0.14437	0.21807	0.18585	0.24627
0.17826	0.11289	0.075902	0.17214	0.099738	0.1632	0.16238	0.32753	0.216	0.19771
0.15947	0.069101	0.1858	0.4216	0.28389	0.24347	0.30593	0.23807	0.17646	0.20174
0.11981	0.088042	0.053379	0.062919	0.20584	0.23411	0.3298	0.23633	0.15964	0.24703
0.14139	0.15708	0.27316	0.075221	0.32318	0.37132	0.27797	0.32466	0.27141	0.22586
0.33298	0.19644	0.044008	0.10338	0.43383	0.29929	0.28847	0.42541	0.11636	0.42454
0.034442	0.046112	0.2715	0.059601	0.074107	0.21006	0.29503	0.17187	0.24122	0.26077
0.032955	0.022168	0.31149	0.071789	0.42791	0.28809	0.24066	0.24876	0.39528	0.419
0.048249	0.069297	0.12264	0.12735	0.32019	0.21139	0.23137	0.19162	0.2479	0.32907
0.46212	0.13154	0.040106	0.10539	0.072063	0.24488	0.28557	0.16596	0.19742	0.24804
0.066357	0.044067	0.023838	0.41724	0.12589	0.29162	0.25751	0.50101	0.45137	0.27126
0.13115	0.23177	0.2134	0.11885	0.020201	0.25963	0.19862	0.2756	0.38079	0.3117
0.023318	0.070216	0.086271	0.14829	0.17557	0.33273	0.16838	0.23133	0.30932	0.50398
0.086984	0.094843	0.28238	0.1528	0.047373	0.23493	0.22113	0.30515	0.26017	0.28809
0.18892	0.089405	0.1812	0.085486	0.028079	0.22266	0.2064	0.25304	0.15738	0.11759
0.15454	0.33367	0.14231	0.12874	0.484	0.30184	0.3096	0.36996	0.28876	0.30924
0.10847	0.23974	0.27341	0.058504	0.10867	0.47313	0.2293	0.30389	0.32298	0.24262
0.30969	0.093206	0.18731	0.052049	0.17695	0.41441	0.42874	0.13453	0.27092	0.34622
0.12349	0.11858	0.15359	0.16805	0.074788	0.32436	0.14834	0.31292	0.24588	0.15688
0.14614	0.24203	0.10182	0.37581	0.072465	0.26958	0.37511	0.38764	0.21026	0.48109
0.14446	0.12046	0.045618	0.23007	0.082881	0.21655	0.24541	0.24394	0.29106	0.19468
0.096738	0.096964	0.050288	0.11873	0.037007	0.19624	0.20886	0.34527	0.12725	0.29388
0.25354	0.071912	0.12483	0.048913	0.29848	0.2307	0.24989	0.33559	0.48975	0.15735
0.034754	0.2744	0.083395	0.066207	0.14213	0.21799	0.16893	0.45403	0.29961	0.45235
0.061647	0.051541	0.37312	0.1093	0.01919	0.37458	0.22312	0.22858	0.36449	0.21866
0.42986	0.13568	0.29192	0.23029	0.06555	0.15625	0.26971	0.26464	0.25361	0.36479
0.094214	0.13118	0.16604	0.10265	0.013783	0.2821	0.23167	0.31452	0.31282	0.2193
0.1789	0.043459	0.036986	0.081876	0.069436	0.20018	0.31534	0.32799	0.27108	0.48109
0.16498	0.21102	0.052017	0.16894	0.053596	0.16983	0.3613	0.2611	0.21693	0.3453
0.086961	0.097155	0.092552	0.13449	0.11787	0.1676	0.26904	0.18563	0.1963	0.294
0.064261	0.20125	0.31668	0.23751	0.059278	0.20132	0.26237	0.27887	0.36562	0.16659
0.17112	0.34093	0.10671	0.088144	0.11779	0.20321	0.35777	0.2308	0.22511	0.45481
0.043194	0.017634	0.025885	0.28279	0.075943	0.52106	0.18145	0.2377	0.14867	0.35807
0.60429	0.15948	0.23161	0.01383	0.13683	0.12088	0.33043	0.18003	0.28008	0.53938
0.22867	0.0079924	0.23862	0.16585	0.49622	0.1743	0.33308	0.21715	0.18314	0.16429
0.097448	0.081697	0.042393	0.3946	0.02568	0.27412	0.14681	0.23018	0.29775	0.26535
0.050602	0.022626	0.073542	0.070307	0.011176	0.39158	0.41688	0.72738	0.20189	0.20462
0.1425	0.065126	0.41553	0.030179	0.11556	0.24648	0.16573	0.46634	0.40219	0.44809
0.026817	0.18619	0.019115	0.27483	0.23731	0.24445	0.31418	0.20385	0.1831	0.2409
0.31481	0.19634	0.17611	0.10061	0.026317	0.34711	0.22945	0.13315	0.23494	0.16972
0.5875	0.0093251	0.22363	0.0053673	0.18166	0.1885	0.3099	0.35676	0.14848	0.22291
0.30406	0.1618	0.25328	0.25676	0.38601	0.27423	0.31567	0.37925	0.14485	0.26888
0.53376	0.13825	0.059641	0.20459	0.12947	0.30415	0.40556	0.13736	0.38917	0.30001
0.088548	0.38167	0.11981	0.14397	0.11091	0.11866	0.41213	0.16818	0.36546	0.23364
0.25713	0.21927	0.32919	0.097039	0.043602	0.26259	0.32716	0.28972	0.27247	0.21347
0.16014	0.2544	0.097267	0.045505	0.11169	0.26685	0.28669	0.57703	0.20811	0.21596
0.041864	0.072538	0.0375	0.072087	0.35807	0.23412	0.12034	0.37873	0.28408	0.11135
0.16251	0.10663	0.19629	0.16315	0.27234	0.29092	0.10674	0.30149	0.32412	0.18277
0.14166	0.086678	0.3087	0.077012	0.068444	0.37922	0.25728	0.18543	0.1721	0.47975
0.068851	0.032936	0.062531	0.17239	0.40042	0.2239	0.27805	0.28743	0.26613	0.30285
0.093557	0.12689	0.047479	0.025943	0.23319	0.19521	0.42901	0.23144	0.32952	0.29776
0.065064	0.11733	0.085086	0.24992	0.091011	0.15926	0.15064	0.29449	0.3214	0.11708
0.3556	0.063732	0.36707	0.10292	0.063112	0.2087	0.32866	0.12734	0.1485	0.28073
0.45753	0.15715	0.11735	0.083445	0.06354	0.3762	0.2979	0.25485	0.23648	0.16534
0.11819	0.069358	0.08421	0.081216	0.21465	0.096798	0.12919	0.32275	0.26887	0.56996
0.061427	0.090876	0.27781	0.0347	0.078186	0.44996	0.21804	0.2442	0.27192	0.23824
0.16649	0.15121	0.21189	0.25297	0.12183	0.41483	0.3981	0.43616	0.35455	0.195
0.042549	0.26966	0.093969	0.034079	0.088155	0.2198	0.2888	0.28602	0.37916	0.29351
0.1959	0.12429	0.32656	0.12594	0.10032	0.25678	0.30239	0.35727	0.22329	0.33821
0.18256	0.097589	0.034052	0.32391	0.12984	0.35612	0.32705	0.26206	0.27447	0.32307
0.29113	0.050841	0.086338	0.19313	0.095527	0.19716	0.20698	0.39613	0.25892	0.377
0.053858	0.13338	0.25216	0.077493	0.23246	0.15233	0.34737	0.4303	0.17338	0.16168
0.1753	0.26584	0.3359	0.088578	0.268	0.30008	0.17168	0.41644	0.36574	0.3735
0.22024	0.083284	0.13989	0.077357	0.31623	0.35693	0.1798	0.19271	0.33677	0.24252
0.080779	0.012651	0.16714	0.039811	0.1644	0.38498	0.38323	0.54344	0.21768	0.30622
0.12424	0.057813	0.073696	0.027028	0.11741	0.36905	0.20854	0.1856	0.35248	0.13466
0.12069	0.066292	0.15082	0.048204	0.17182	0.2585	0.2693	0.42281	0.27104	0.2761
0.12567	0.11186	0.14554	0.047388	0.12997	0.26861	0.34076	0.35619	0.15133	0.1662
0.11224	0.23455	0.20989	0.243	0.18294	0.27607	0.57843	0.26394	0.28918	0.41841
0.18698	0.094506	0.054744	0.097683	0.4019	0.33225	0.34283	0.22037	0.2175	0.3533
0.097975	0.12717	0.11635	0.039032	0.12548	0.16717	0.21792	0.27132	0.26237	0.26188
0.056601	0.40828	0.0712	0.24285	0.048555	0.37002	0.27513	0.12818	0.21305	0.28004
0.016804	0.065345	0.33998	0.39672	0.36944	0.43492	0.4287	0.25266	0.27588	0.30648
0.34034	0.11998	0.16561	0.15387	0.24943	0.37308	0.28597	0.29929	0.27921	0.16715
0.0707	0.043626	0.1458	0.022539	0.098082	0.42909	0.30414	0.39939	0.29038	0.56788
0.02333	0.21347	0.10531	0.1487	0.02923	0.29336	0.38321	0.1746	0.24696	0.22362
0.04481	0.027254	0.16662	0.15914	0.073249	0.18798	0.29316	0.30288	0.46756	0.5256
0.047652	0.26682	0.11766	0.11024	0.019916	0.34749	0.30661	0.30772	0.14609	0.3144
0.093722	0.072732	0.43315	0.085275	0.052877	0.36985	0.087875	0.4261	0.23727	0.21121
0.31701	0.17618	0.16843	0.15378	0.3577	0.23046	0.2155	0.14146	0.21892	0.34551
0.44989	0.021737	0.082497	0.21927	0.43122	0.25039	0.30971	0.33845	0.25138	0.24423
0.36816	0.072312	0.37123	0.20758	0.35802	0.47225	0.31337	0.29006	0.16248	0.1649
0.064575	0.076292	0.32498	0.3149	0.075522	0.41302	0.4154	0.080722	0.37348	0.22962
0.087507	0.24181	0.024817	0.096245	0.111	0.36457	0.29822	0.16173	0.2046	0.20073
0.66872	0.059382	0.1913	0.090976	0.11435	0.25292	0.16895	0.29852	0.29213	0.49581
0.13073	0.095181	0.12089	0.048981	0.046433	0.4145	0.22371	0.24846	0.29822	0.33133
0.24565	0.10134	0.12184	0.11617	0.12815	0.19628	0.32257	0.30016	0.46029	0.35369
0.1291	0.060866	0.052633	0.039076	0.19129	0.30199	0.30639	0.48415	0.22061	0.40325
0.078049	0.13203	0.33751	0.021387	0.087459	0.27049	0.16812	0.43052	0.29651	0.36893
0.13155	0.01761	0.68489	0.10653	0.054951	0.18719	0.16753	0.27906	0.17428	0.28358
0.21486	0.06789	0.311	0.036932	0.024291	0.35829	0.2906	0.19776	0.16607	0.21856
0.050404	0.33047	0.10052	0.056916	0.05463	0.22943	0.25451	0.3439	0.5208	0.20371
0.054109	0.051772	0.11567	0.23643	0.091325	0.26766	0.33139	0.19242	0.23618	0.3103
0.111	0.095364	0.12409	0.072397	0.035297	0.25593	0.21153	0.3319	0.40587	0.14453
0.35315	0.29511	0.40496	0.43742	0.20417	0.41392	0.40701	0.22183	0.23405	0.24623
0.086252	0.086565	0.42258	0.096556	0.14135	0.12295	0.18672	0.19189	0.21151	0.48163
0.092	0.21599	0.16266	0.076787	0.069475	0.25591	0.36157	0.19918	0.29456	0.24539
0.11633	0.068632	0.21486	0.085317	0.073206	0.44169	0.20246	0.20983	0.22849	0.18372
0.52421	0.12221	0.329	0.44335	0.010262	0.21924	0.24587	0.22038	0.3118	0.29758
0.29557	0.079539	0.025654	0.062024	0.16163	0.24034	0.43631	0.38733	0.20287	0.17194
0.26188	0.47123	0.30856	0.030464	0.33423	0.31494	0.23767	0.10608	0.16685	0.48381
0.10667	0.31749	0.17093	0.12941	0.11681	0.36754	0.27688	0.098671	0.37109	0.43384
0.13695	0.13828	0.44193	0.21233	0.078875	0.1833	0.25758	0.092614	0.20675	0.47234
0.17717	0.35901	0.35217	0.039407	0.1357	0.25249	0.39772	0.23614	0.35676	0.32582
0.085407	0.013695	0.28748	0.2026	0.22669	0.25648	0.27717	0.21282	0.21969	0.31662
0.32157	0.081076	0.30693	0.1732	0.2056	0.16944	0.30196	0.15915	0.12678	0.2526
0.37228	0.73806	0.097975	0.18786	0.15697	0.32065	0.17197	0.25412	0.3651	0.20009
0.047826	0.2627	0.14728	0.057066	0.18892	0.13125	0.15553	0.45925	0.27448	0.13769
0.36408	0.075315	0.065305	0.12749	0.32584	0.10584	0.23254	0.59551	0.49588	0.26943
0.033777	0.21179	0.074598	0.030772	0.11454	0.25487	0.25787	0.3864	0.31304	0.31692
0.15781	0.040944	0.24174	0.23575	0.56173	0.22455	0.27323	0.23143	0.17124	0.075124
0.30958	0.10003	0.067422	0.083463	0.26237	0.098331	0.19623	0.53464	0.31395	0.35004
0.12204	0.13251	0.069458	0.23222	0.17835	0.20993	0.25961	0.17836	0.23553	0.20577
0.027863	0.18706	0.067115	0.16092	0.11192	0.31134	0.35358	0.25648	0.31672	0.15387
0.15246	0.41017	0.074734	0.20584	0.067737	0.26387	0.19947	0.37706	0.23442	0.10851
0.103	0.028147	0.15652	0.054324	0.29114	0.28386	0.27308	0.25637	0.31479	0.18985
0.14345	0.079071	0.04369	0.08655	0.33115	0.56452	0.1479	0.20623	0.11254	0.33692
0.021161	0.27944	0.061828	0.14518	0.13891	0.28171	0.28524	0.29179	0.33898	0.3708
0.052212	0.31813	0.17084	0.13612	0.32978	0.38078	0.33663	0.23068	0.33038	0.21947
0.52374	0.20778	0.18432	0.045785	0.035299	0.3129	0.35404	0.35325	0.18669	0.33237
0.059259	0.072263	0.023132	0.3172	0.037125	0.32275	0.48603	0.33606	0.19062	0.2507
0.23592	0.26833	0.10925	0.35158	0.024786	0.31757	0.29573	0.30559	0.29455	0.21082
0.23372	0.038093	0.11444	0.46326	0.047724	0.32977	0.51986	0.17366	0.31971	0.27813
0.37097	0.062047	0.33084	0.097803	0.11476	0.19352	0.28851	0.37226	0.61488	0.43725
0.30411	0.10367	0.18103	0.055454	0.060126	0.1888	0.31573	0.40121	0.25422	0.27985
0.010025	0.036597	0.049256	0.12131	0.12426	0.31016	0.23531	0.14808	0.21204	0.24744
0.27839	0.039827	0.047612	0.038726	0.3213	0.14524	0.19045	0.14599	0.28222	0.18847
0.24199	0.17506	0.10064	0.21644	0.1292	0.36468	0.18646	0.52808	0.47459	0.29985
0.040396	0.11525	0.075951	0.23809	0.074687	0.13676	0.36913	0.23417	0.15392	0.23274
0.22858	0.25358	0.04823	0.18806	0.069094	0.16886	0.39861	0.31325	0.26526	0.38503
0.14471	0.18542	0.3739	0.04312	0.14511	0.26726	0.31796	0.41381	0.37587	0.26067
0.59011	0.037504	0.20786	0.35664	0.13409	0.26722	0.42009	0.26843	0.18271	0.34186
0.059028	0.18474	0.27576	0.27587	0.013434	0.12984	0.25442	0.29083	0.28521	0.5176
0.2532	0.46032	0.24487	0.14536	0.037051	0.27136	0.13995	0.20651	0.4949	0.14215
0.41488	0.038139	0.27758	0.24827	0.14478	0.38065	0.62715	0.29207	0.18259	0.22273
0.103	0.080804	0.15423	0.07405	0.046313	0.2607	0.22344	0.23771	0.32599	0.47463
0.051955	0.18206	0.23371	0.043747	0.081232	0.1786	0.27835	0.22646	0.38551	0.44394
0.021601	0.086283	0.18277	0.089458	0.2068	0.3758	0.41886	0.13351	0.2841	0.10177
0.15375	0.048623	0.17664	0.073693	0.58895	0.22982	0.25995	0.22422	0.23151	0.13065
0.022578	0.062548	0.02308	0.15897	0.022611	0.29737	0.16222	0.22358	0.19967	0.22791
0.039111	0.069576	0.13333	0.21704	0.28844	0.33099	0.2414	0.23289	0.34856	0.27806
0.042376	0.031475	0.11339	0.1067	0.27568	0.40741	0.1562	0.094074	0.29744	0.44222
0.1256	0.060422	0.067287	0.17311	0.033064	0.16438	0.27432	0.17505	0.20251	0.22235
0.39438	0.046962	0.1506	0.078464	0.010675	0.1975	0.31591	0.23831	0.28292	0.24312
0.19217	0.16293	0.060302	0.13689	0.16073	0.36534	0.18149	0.27295	0.3039	0.25256
0.4103	0.09877	0.18473	0.14715	0.27998	0.25605	0.23899	0.31987	0.16103	0.13458
0.19564	0.34023	0.1364	0.10498	0.10434	0.23727	0.24102	0.18322	0.29009	0.30627
0.042219	0.055127	0.070701	0.25291	0.20673	0.355	0.17663	0.19432	0.39111	0.27024
0.049567	0.23294	0.16852	0.30765	0.12854	0.14358	0.18381	0.3366	0.45637	0.18233
0.16745	0.24784	0.55519	0.083529	0.080929	0.37679	0.13314	0.13263	0.27847	0.2833
0.18352	0.35823	0.091593	0.072131	0.065628	0.16233	0.26422	0.47311	0.37057	0.23753
0.10861	0.28653	0.016758	0.16364	0.26975	0.25791	0.25355	0.22116	0.28784	0.1558
0.29761	0.22265	0.18429	0.062755	0.42707	0.29301	0.22473	0.30095	0.25344	0.26993
0.16048	0.16744	0.039384	0.40746	0.14327	0.17033	0.22737	0.20532	0.35897	0.33381
0.21359	0.051296	0.22838	0.062291	0.041799	0.3188	0.37044	0.21446	0.45658	0.25882
0.21499	0.054531	0.071742	0.089176	0.077043	0.11385	0.31498	0.33682	0.39625	0.23444
0.084472	0.17976	0.029679	0.31876	0.18152	0.18003	0.309	0.58651	0.28396	0.2023
0.17157	0.36066	0.69676	0.37769	0.19015	0.52738	0.2316	0.21	0.19935	0.41887
0.065444	0.24675	0.084174	0.023412	0.061008	0.35105	0.15886	0.27062	0.28085	0.45431
0.14732	0.083075	0.03829	0.24575	0.022424	0.063944	0.23976	0.2631	0.33329	0.4382
0.040757	0.25544	0.1185	0.0048047	0.39537	0.45771	0.18133	0.46892	0.16939	0.44246
0.12526	0.09217	0.10618	0.079725	0.22475	0.18904	0.29327	0.26073	0.23628	0.26567
0.23843	0.19398	0.018887	0.048886	0.031744	0.16695	0.30936	0.30193	0.12739	0.45899
0.099573	0.059433	0.27507	0.2632	0.11624	0.19782	0.2897	0.31648	0.10615	0.43517
0.04643	0.60197	0.38647	0.21291	0.24119	0.3193	0.2228	0.15657	0.19821	0.22314
0.34655	0.035715	0.10138	0.044347	0.29498	0.18351	0.29185	0.39902	0.21231	0.14185
0.11444	0.1541	0.18148	0.1145	0.25624	0.3681	0.38912	0.30257	0.22139	0.3195
0.046612	0.31884	0.091727	0.35918	0.08615	0.25711	0.26815	0.32571	0.18109	0.23185
0.12969	0.18171	0.21282	0.16687	0.26154	0.33472	0.17444	0.1316	0.29349	0.15131
0.20379	0.1268	0.034238	0.1187	0.060531	0.31143	0.48233	0.30823	0.25225	0.20474
0.39244	0.13208	0.074809	0.33983	0.023729	0.20214	0.1971	0.28203	0.30939	0.28627
0.12498	0.43377	0.10659	0.095583	0.046449	0.4914	0.30306	0.43406	0.28517	0.18107
0.26891	0.20436	0.045965	0.022897	0.11132	0.32088	0.33916	0.24611	0.21813	0.40751
0.24478	0.27004	0.11776	0.029134	0.17702	0.27275	0.42651	0.19559	0.1715	0.26633
0.071165	0.1392	0.12369	0.065494	0.045003	0.32919	0.19691	0.13797	0.27625	0.19724
0.10918	0.084725	0.094624	0.02828	0.26703	0.22254	0.32403	0.27717	0.18506	0.26294
0.34821	0.45563	0.14988	0.054055	0.11889	0.26729	0.32124	0.34569	0.31495	0.19486
0.22744	0.015913	0.16732	0.15268	0.053085	0.15623	0.14949	0.22667	0.24212	0.27428
0.045123	0.40507	0.011419	0.028012	0.13255	0.19321	0.15467	0.46802	0.25562	0.2911
0.051067	0.075073	0.18805	0.0666	0.045979	0.29057	0.18198	0.20153	0.46131	0.20627
0.11333	0.20566	0.058942	0.23937	0.13541	0.27735	0.34921	0.25006	0.30512	0.20258
0.23177	0.39826	0.35049	0.15912	0.083519	0.24231	0.29696	0.4012	0.30294	0.31019
0.46051	0.15383	0.052278	0.12298	0.17159	0.29354	0.39794	0.25896	0.31772	0.13624
0.35463	0.13626	0.25206	0.079363	0.069335	0.33525	0.3066	0.41992	0.29176	0.25781
0.027746	0.069584	0.44489	0.046636	0.34815	0.26893	0.31442	0.33051	0.1487	0.1934
0.076936	0.019392	0.12823	0.037701	0.048559	0.23722	0.37941	0.12679	0.38474	0.33404
0.072575	0.075369	0.21312	0.039623	0.11271	0.30805	0.31812	0.40877	0.27391	0.30699
0.035288	0.11156	0.3143	0.14202	0.083239	0.37966	0.34736	0.22605	0.26096	0.27917
0.10597	0.33542	0.25078	0.061198	0.029142	0.32629	0.35567	0.18436	0.31309	0.4464
0.047159	0.10208	0.039154	0.072089	0.32519	0.40044	0.092263	0.34085	0.27083	0.378
0.40789	0.18258	0.013627	0.15047	0.29127	0.34153	0.21343	0.17165	0.28635	0.56867
0.042277	0.067219	0.12022	0.22498	0.024456	0.30013	0.28331	0.27509	0.49375	0.22515
0.084942	0.2188	0.26289	0.062017	0.42623	0.26939	0.24172	0.39992	0.2914	0.3058
0.011467	0.04245	0.13707	0.068198	0.15652	0.41214	0.30555	0.1727	0.37581	0.51307
0.051559	0.16685	0.11407	0.03455	0.23877	0.094529	0.077595	0.30361	0.16901	0.52747
0.019778	0.1831	0.08984	0.071389	0.082401	0.44575	0.48725	0.38818	0.26651	0.39201
0.21707	0.16585	0.015131	0.084221	0.41828	0.29019	0.17306	0.27728	0.3867	0.19431
0.060107	0.050675	0.12535	0.31767	0.097947	0.23761	0.40651	0.28637	0.32617	0.35669
0.022758	0.20622	0.084271	0.022588	0.15986	0.15665	0.19322	0.18458	0.49652	0.29816
0.13207	0.32323	0.30698	0.04951	0.12314	0.25535	0.29908	0.33497	0.20723	0.26974
0.10972	0.3605	0.038557	0.10876	0.036123	0.3203	0.23557	0.18311	0.3713	0.31643
0.046704	0.18808	0.063456	0.14815	0.45216	0.15954	0.17212	0.30655	0.25774	0.47091
0.14462	0.057826	0.040742	0.55808	0.020502	0.47794	0.20236	0.19085	0.29792	0.17685
0.17289	0.049498	0.16128	0.13122	0.034842	0.23893	0.48216	0.30159	0.20174	0.47329
0.005828	0.2054	0.051759	0.32191	0.062641	0.5843	0.28551	0.17405	0.21596	0.19902
0.32268	0.096469	0.038454	0.019998	0.1335	0.34997	0.2667	0.20134	0.29379	0.36601
0.25293	0.1398	0.11111	0.18983	0.13219	0.19559	0.12441	0.16825	0.25347	0.43911
0.024692	0.19811	0.37706	0.22235	0.12477	0.26135	0.26641	0.42242	0.17095	0.29914
0.025588	0.022038	0.1388	0.13279	0.050593	0.17943	0.23375	0.34468	0.29313	0.33764
0.27103	0.40867	0.21305	0.25238	0.12059	0.22722	0.22292	0.20417	0.37562	0.14545
0.28276	0.27747	0.087524	0.11427	0.10574	0.23824	0.24949	0.18088	0.23271	0.13732
0.010852	0.18209	0.035828	0.073907	0.029982	0.30963	0.43642	0.16398	0.20233	0.12176
0.076426	0.11315	0.096291	0.29273	0.19051	0.25961	0.294	0.21256	0.27921	0.21406
0.13913	0.25949	0.046843	0.19031	0.17094	0.2677	0.2443	0.37887	0.23079	0.26136
0.1561	0.11405	0.14435	0.22105	0.085688	0.30174	0.17623	0.16681	0.33129	0.18837
0.11913	0.075023	0.26966	0.1406	0.026443	0.43112	0.37906	0.39917	0.54652	0.30206
0.32796	0.54983	0.036552	0.033423	0.020029	0.33072	0.16309	0.30731	0.26485	0.27902
0.20162	0.219	0.09932	0.57754	0.12902	0.36516	0.37315	0.16871	0.28505	0.40985
0.1487	0.13862	0.036413	0.16063	0.069726	0.38199	0.36294	0.12242	0.23374	0.16753
0.18137	0.15105	0.10718	0.14653	0.094705	0.14219	0.18059	0.11988	0.49376	0.26684
0.065083	0.13314	0.066494	0.10804	0.016779	0.22436	0.2512	0.39962	0.24299	0.34412
0.16135	0.081567	0.57543	0.43906	0.066027	0.35911	0.18341	0.30716	0.19606	0.19899
0.015391	0.15733	0.088519	0.061942	0.064399	0.19122	0.24294	0.28037	0.29082	0.3078
0.093696	0.042356	0.42015	0.069854	0.082864	0.23346	0.28765	0.20868	0.29023	0.1989
0.065874	0.13748	0.40184	0.064809	0.26308	0.18486	0.17197	0.26669	0.24631	0.33305
0.097672	0.25756	0.10081	0.18841	0.13559	0.19476	0.20876	0.13149	0.20145	0.30654
0.061861	0.067688	0.31437	0.098491	0.34953	0.24311	0.18288	0.25647	0.29191	0.38246
0.13784	0.24606	0.030581	0.061156	0.16717	0.32716	0.42333	0.47452	0.21383	0.3164
0.081747	0.08113	0.22131	0.089646	0.075739	0.40188	0.4091	0.14578	0.20193	0.22311
0.075159	0.29906	0.42591	0.093063	0.43679	0.21923	0.47294	0.25526	0.2996	0.2139
0.11838	0.066631	0.064951	0.066437	0.25299	0.18058	0.24395	0.28578	0.22783	0.21917
0.21411	0.09819	0.092346	0.1854	0.19352	0.27177	0.27562	0.36437	0.12528	0.12111
0.097882	0.23573	0.25027	0.0989	0.20392	0.506	0.43141	0.35615	0.26363	0.24218
0.084676	0.21664	0.345	0.36841	0.05715	0.44012	0.33766	0.2752	0.4412	0.40553
0.097419	0.12189	0.052057	0.089882	0.098799	0.3402	0.19569	0.232	0.31261	0.2518
0.51003	0.1804	0.035892	0.38997	0.29785	0.4129	0.23683	0.50591	0.32578	0.24019
0.097404	0.015112	0.070001	0.22757	0.060474	0.17617	0.45114	0.30047	0.27746	0.112
0.18305	0.44197	0.11022	0.30102	0.07547	0.27083	0.29995	0.24189	0.55939	0.25703
0.40244	0.097401	0.077011	0.3268	0.10034	0.30701	0.41451	0.25475	0.35918	0.24888
0.011684	0.057717	0.31219	0.11284	0.069817	0.26806	0.15251	0.29464	0.23009	0.17473
0.2704	0.15888	0.15445	0.12184	0.099904	0.24218	0.36762	0.22258	0.26303	0.24446
0.28791	0.46837	0.07395	0.22127	0.28225	0.1613	0.43656	0.28695	0.29032	0.33177
0.011683	0.10116	0.11183	0.1414	0.077726	0.23051	0.42059	0.23899	0.098002	0.57019
0.026183	0.073449	0.067379	0.074498	0.054098	0.24961	0.23551	0.26823	0.24438	0.3431
0.054237	0.036376	0.31146	0.25885	0.014426	0.28735	0.12237	0.39045	0.38493	0.28029
0.064629	0.16459	0.17924	0.1483	0.051915	0.23676	0.23108	0.28076	0.16612	0.59295
0.28477	0.102	0.079334	0.099559	0.075534	0.18068	0.44746	0.19188	0.25658	0.45512
0.14401	0.013233	0.36278	0.039645	0.33294	0.21518	0.16992	0.32478	0.1126	0.18649
0.37068	0.26364	0.16601	0.21251	0.1932	0.34516	0.34469	0.3685	0.38529	0.22843
0.34346	0.039336	0.28821	0.11076	0.10865	0.28711	0.28746	0.19954	0.24888	0.43808
0.11742	0.32131	0.07111	0.076295	0.14547	0.4074	0.15418	0.15789	0.23897	0.36963
0.37591	0.28568	0.067616	0.2842	0.023769	0.3927	0.16006	0.27897	0.20559	0.32659
0.17339	0.094542	0.17542	0.12244	0.037378	0.26163	0.29825	0.41913	0.20762	0.40795
0.2929	0.2073	0.13197	0.067185	0.063265	0.1077	0.29525	0.24692	0.18874	0.19372
0.07824	0.048744	0.098715	0.087966	0.4184	0.38509	0.33222	0.24162	0.32817	0.32384
0.029857	0.23613	0.19339	0.15096	0.13548	0.20001	0.22114	0.41551	0.25035	0.13826
0.03064	0.05473	0.050979	0.19638	0.023157	0.17475	0.44135	0.45959	0.24223	0.23758
0.066066	0.22828	0.26582	0.12905	0.11433	0.19679	0.23084	0.38535	0.22823	0.38868
0.12216	0.017714	0.121	0.11562	0.019089	0.40032	0.28015	0.21304	0.23235	0.4826
0.17621	0.078035	0.28336	0.11303	0.074076	0.34933	0.25651	0.21043	0.34962	0.11605
0.064024	0.089843	0.044743	0.14898	0.30077	0.12781	0.34938	0.23347	0.29756	0.33862
